ds,yhat
2025-12-30,5.92
2025-12-31,5.93
2026-01-01,5.93
2026-01-02,5.93
2026-01-03,5.99
2026-01-04,5.99
2026-01-05,5.94
2026-01-06,5.93
2026-01-07,5.94
2026-01-08,5.94
2026-01-09,5.93
2026-01-10,5.98
2026-01-11,5.98
2026-01-12,5.93
2026-01-13,5.93
2026-01-14,5.94
2026-01-15,5.94
2026-01-16,5.94
2026-01-17,5.99
2026-01-18,6.0
2026-01-19,5.95
2026-01-20,5.96
2026-01-21,5.97
2026-01-22,5.98
2026-01-23,5.99
2026-01-24,6.05
2026-01-25,6.06
2026-01-26,6.02
2026-01-27,6.04
2026-01-28,6.06
2026-01-29,6.07
2026-01-30,6.09
2026-01-31,6.16
2026-02-01,6.17
2026-02-02,6.14
2026-02-03,6.15
